movie,actor,rank,studio,bday,male,release_date,production_budget,domestic_gross,worldwide_gross
Despicable Me,Steve Carell,3,Uni.,1962-08-16,1.0,2010-07-09,69000000.0,251513985.0,543495033.0
Despicable Me 2,Benjamin Bratt,1,Uni.,1963-12-16,1.0,2013-07-03,76000000.0,368065385.0,974873764.0
Despicable Me 2,Kristen Wiig,1,Uni.,1973-08-22,0.0,2013-07-03,76000000.0,368065385.0,974873764.0
Despicable Me 2,Russell Brand,1,Uni.,1975-06-04,1.0,2013-07-03,76000000.0,368065385.0,974873764.0
Despicable Me 2,Steve Carell,1,Uni.,1962-08-16,1.0,2013-07-03,76000000.0,368065385.0,974873764.0
Despicable Me 2,Steve Coogan,1,Uni.,1965-10-14,1.0,2013-07-03,76000000.0,368065385.0,974873764.0
Deuce Bigalow: European Gigolo,Adam Sandler,-,Sony,1966-09-09,1.0,2005-08-12,22000000.0,22264487.0,45137797.0
Deuce Bigalow: European Gigolo,Rob Schneider,11,Sony,1963-10-31,1.0,2005-08-12,22000000.0,22264487.0,45137797.0
Deuce Bigalow: Male Gigolo,Rob Schneider,5,BV,1963-10-31,1.0,1999-12-10,18000000.0,65535067.0,92935067.0
Deuces Wild,Frankie Muniz,7,MGM,1985-12-05,1.0,2002-05-03,10000000.0,6044618.0,6244618.0
Deuces Wild,James Franco,-,MGM,1978-04-19,1.0,2002-05-03,10000000.0,6044618.0,6244618.0
Deuces Wild,Johnny Knoxville,-,MGM,1971-03-11,1.0,2002-05-03,10000000.0,6044618.0,6244618.0
Deuces Wild,Matt Dillon,22,MGM,1964-02-18,1.0,2002-05-03,10000000.0,6044618.0,6244618.0
Devil,Chris Messina,3,Uni.,1974-08-11,1.0,2010-09-17,10000000.0,33601190.0,63275649.0
Diamonds Are Forever,Sean Connery,8,UA,1930-08-25,1.0,1971-12-17,7200000.0,43800000.0,116000000.0
Diary of a Wimpy Kid,Chloe Moretz,6,Fox,1997-02-10,0.0,2010-03-19,15000000.0,64003625.0,76954311.0
Diary of a Wimpy Kid,Zachary Gordon,1,Fox,1998-02-15,1.0,2010-03-19,15000000.0,64003625.0,76954311.0
Diary of a Wimpy Kid: Dog Days,Zachary Gordon,3,Fox,1998-02-15,1.0,2012-08-03,22000000.0,49008662.0,77229695.0
Diary of a Wimpy Kid: Rodrick Rules,Zachary Gordon,2,Fox,1998-02-15,1.0,2011-03-25,18000000.0,52698535.0,73695194.0
Dick,Kirsten Dunst,18,Sony,1982-04-30,0.0,1999-08-04,13000000.0,6241697.0,6241697.0
Dick,Ryan Reynolds,-,Sony,1976-10-23,1.0,1999-08-04,13000000.0,6241697.0,6241697.0
Dick,Will Ferrell,26,Sony,1967-07-16,1.0,1999-08-04,13000000.0,6241697.0,6241697.0
Dick Tracy,Al Pacino,3,BV,1940-04-25,1.0,1990-06-15,47000000.0,99098477.0,158098477.0
Dick Tracy,Dustin Hoffman,-,BV,1937-08-08,1.0,1990-06-15,47000000.0,99098477.0,158098477.0
Dick Tracy,Kathy Bates,-,BV,1948-06-28,0.0,1990-06-15,47000000.0,99098477.0,158098477.0
Dickie Roberts: Former Child Star,David Spade,10,Par.,1964-07-22,1.0,2003-09-05,17000000.0,22734486.0,23734486.0
Did You Hear About the Morgans?,Elisabeth Moss,3,Sony,1982-07-24,0.0,2009-12-18,58000000.0,29580087.0,80480566.0
Did You Hear About the Morgans?,Hugh Grant,15,Sony,1960-09-09,1.0,2009-12-18,58000000.0,29580087.0,80480566.0
Did You Hear About the Morgans?,Sarah Jessica Parker,16,Sony,1965-03-25,0.0,2009-12-18,58000000.0,29580087.0,80480566.0
Die Another Day,Halle Berry,6,MGM,1966-08-14,0.0,2002-11-22,142000000.0,160932247.0,431932247.0
Die Another Day,Judi Dench,2,MGM,1934-12-09,0.0,2002-11-22,142000000.0,160932247.0,431932247.0
Die Another Day,Pierce Brosnan,2,MGM,1953-05-16,1.0,2002-11-22,142000000.0,160932247.0,431932247.0
Die Another Day,Rosamund Pike,1,MGM,1979-01-27,0.0,2002-11-22,142000000.0,160932247.0,431932247.0
Die Hard,Alan Rickman,5,Fox,1946-02-21,1.0,1988-07-15,28000000.0,80639179.0,138398283.0
Die Hard,Bruce Willis,8,Fox,1955-03-19,1.0,1988-07-15,28000000.0,80639179.0,138398283.0
Diner,Kevin Bacon,19,MGM,1958-07-08,1.0,1982-04-02,5000000.0,12592907.0,12592907.0
Diner,Mickey Rourke,8,MGM,1952-09-16,1.0,1982-04-02,5000000.0,12592907.0,12592907.0
Dinner Rush,Jamie Harris,-,Acc.,1979-06-28,1.0,2001-09-28,2000000.0,615941.0,1053218.0
Dinner Rush,John Corbett,-,Acc.,1961-05-09,1.0,2001-09-28,2000000.0,615941.0,1053218.0
Dinner for Schmucks,Jemaine Clement,3,P/DW,1974-01-10,1.0,2010-07-30,69000000.0,73026337.0,86796502.0
Dinner for Schmucks,Paul Rudd,11,P/DW,1969-04-06,1.0,2010-07-30,69000000.0,73026337.0,86796502.0
Dinner for Schmucks,Ron Livingston,2,P/DW,1967-06-05,1.0,2010-07-30,69000000.0,73026337.0,86796502.0
Dinner for Schmucks,Steve Carell,13,P/DW,1962-08-16,1.0,2010-07-30,69000000.0,73026337.0,86796502.0
Dinner for Schmucks,Zach Galifianakis,9,P/DW,1969-10-01,1.0,2010-07-30,69000000.0,73026337.0,86796502.0
Dinosaur,Hayden Panettiere,-,BV,1989-08-21,0.0,2000-05-19,127500000.0,137748063.0,356148063.0
Dirty Pretty Things,Sophie Okonedo,4,Mira.,1968-08-11,0.0,2003-07-18,10000000.0,8112414.0,14156753.0
Dirty Work,Adam Sandler,-,MGM,1966-09-09,1.0,1998-06-12,13000000.0,9975684.0,9975684.0
Dirty Work,Chris Farley,-,MGM,1964-02-15,1.0,1998-06-12,13000000.0,9975684.0,9975684.0
Dirty Work,Rebecca Romijn,-,MGM,1972-11-06,0.0,1998-06-12,13000000.0,9975684.0,9975684.0
Disclosure,Demi Moore,4,WB,1962-11-11,0.0,1994-12-09,55000000.0,82976682.0,212161593.0
Disclosure,Michael Douglas,9,WB,1944-09-25,1.0,1994-12-09,55000000.0,82976682.0,212161593.0
District 9,Sharlto Copley,2,TriS,1973-11-27,1.0,2009-08-14,30000000.0,115646235.0,212453431.0
Disturbia,Shia LaBeouf,8,P/DW,1986-06-11,1.0,2007-04-13,20000000.0,80106701.0,117825354.0
Disturbia,Viola Davis,3,P/DW,1965-08-11,0.0,2007-04-13,20000000.0,80106701.0,117825354.0
Disturbing Behavior,James Marsden,15,MGM,1973-09-18,1.0,1998-07-24,15000000.0,17411331.0,17411331.0
Disturbing Behavior,Katie Holmes,7,MGM,1978-12-18,0.0,1998-07-24,15000000.0,17411331.0,17411331.0
Divergent,Ansel Elgort,1,LG/S,1994-03-14,1.0,2014-03-21,85000000.0,150947895.0,276014965.0
Divergent,Ashley Judd,3,LG/S,1968-04-19,0.0,2014-03-21,85000000.0,150947895.0,276014965.0
Divergent,Jai Courtney,1,LG/S,1986-03-15,1.0,2014-03-21,85000000.0,150947895.0,276014965.0
Divergent,Kate Winslet,2,LG/S,1975-10-05,0.0,2014-03-21,85000000.0,150947895.0,276014965.0
Divergent,Miles Teller,1,LG/S,1987-02-20,1.0,2014-03-21,85000000.0,150947895.0,276014965.0
Divergent,Shailene Woodley,1,LG/S,1991-11-15,0.0,2014-03-21,85000000.0,150947895.0,276014965.0
Divergent,Theo James,1,LG/S,1984-12-16,1.0,2014-03-21,85000000.0,150947895.0,276014965.0
Django Unchained,Christoph Waltz,2,Wein.,1956-10-04,1.0,2012-12-25,100000000.0,162805434.0,449948323.0
Django Unchained,Jamie Foxx,2,Wein.,1967-12-13,1.0,2012-12-25,100000000.0,162805434.0,449948323.0
Django Unchained,Jonah Hill,-,Wein.,1983-12-20,1.0,2012-12-25,100000000.0,162805434.0,449948323.0
Django Unchained,Leonardo DiCaprio,5,Wein.,1974-11-11,1.0,2012-12-25,100000000.0,162805434.0,449948323.0
Django Unchained,Samuel L. Jackson,11,Wein.,1948-12-21,1.0,2012-12-25,100000000.0,162805434.0,449948323.0
Do the Right Thing,Martin Lawrence,-,Uni.,1965-04-16,1.0,1989-06-30,6000000.0,24289231.0,24289231.0
Do the Right Thing,Samuel L. Jackson,-,Uni.,1948-12-21,1.0,1989-06-30,6000000.0,24289231.0,24289231.0
Doctor Dolittle,Albert Brooks,-,Fox,1947-07-22,1.0,1998-06-26,71500000.0,144156464.0,294156464.0
Doctor Dolittle,Chris Rock,-,Fox,1965-02-07,1.0,1998-06-26,71500000.0,144156464.0,294156464.0
Doctor Dolittle,Eddie Murphy,7,Fox,1961-04-03,1.0,1998-06-26,71500000.0,144156464.0,294156464.0
Doctor Dolittle,Ellen DeGeneres,-,Fox,1958-01-26,0.0,1998-06-26,71500000.0,144156464.0,294156464.0
Doctor Dolittle,John Leguizamo,-,Fox,1964-07-22,1.0,1998-06-26,71500000.0,144156464.0,294156464.0
Dogma,Alan Rickman,11,Lions,1946-02-21,1.0,1999-11-12,10000000.0,30651422.0,43948865.0
Dogma,Ben Affleck,16,Lions,1972-08-15,1.0,1999-11-12,10000000.0,30651422.0,43948865.0
Dogma,Chris Rock,12,Lions,1965-02-07,1.0,1999-11-12,10000000.0,30651422.0,43948865.0
Dogma,Matt Damon,23,Lions,1970-10-08,1.0,1999-11-12,10000000.0,30651422.0,43948865.0
Dogtown and Z-Boys,Sean Penn,-,SPC,1960-08-17,1.0,2002-04-26,400000.0,1293295.0,1600566.0
Dolphin Tale,Ashley Judd,8,WB,1968-04-19,0.0,2011-09-23,37000000.0,72286779.0,96068724.0
Dolphin Tale,Morgan Freeman,26,WB,1937-06-01,1.0,2011-09-23,37000000.0,72286779.0,96068724.0
Dolphin Tale 2,Ashley Judd,12,WB,1968-04-19,0.0,2014-09-12,36000000.0,42024533.0,57824533.0
Dolphin Tale 2,Morgan Freeman,34,WB,1937-06-01,1.0,2014-09-12,36000000.0,42024533.0,57824533.0
Domestic Disturbance,John Travolta,24,Par.,1954-02-18,1.0,2001-11-02,53000000.0,45207112.0,54207112.0
Domestic Disturbance,Vince Vaughn,13,Par.,1970-03-28,1.0,2001-11-02,53000000.0,45207112.0,54207112.0
Domino,Christopher Walken,33,NL,1943-03-31,1.0,2005-10-14,50000000.0,10169202.0,22969202.0
Domino,Edgar Ramirez,6,NL,1977-03-25,1.0,2005-10-14,50000000.0,10169202.0,22969202.0
Domino,Keira Knightley,15,NL,1985-03-26,0.0,2005-10-14,50000000.0,10169202.0,22969202.0
Domino,Lucy Liu,12,NL,1968-12-02,0.0,2005-10-14,50000000.0,10169202.0,22969202.0
Domino,Mickey Rourke,20,NL,1952-09-16,1.0,2005-10-14,50000000.0,10169202.0,22969202.0
Don Jon,Julianne Moore,21,Rela.,1960-12-03,0.0,2013-09-27,5500000.0,24477704.0,40993475.0
Don Jon,Scarlett Johansson,23,Rela.,1984-11-22,0.0,2013-09-27,5500000.0,24477704.0,40993475.0
Don McKay,Melissa Leo,24,Imag.,1960-09-14,0.0,2010-04-02,6000000.0,13722.0,13722.0
Don McKay,Thomas Haden Church,17,Imag.,1960-06-17,1.0,2010-04-02,6000000.0,13722.0,13722.0
Don't Be Afraid of the Dark,Guy Pearce,13,FD,1967-10-05,1.0,2011-08-26,25000000.0,24046682.0,39126427.0
Don't Be Afraid of the Dark,Katie Holmes,10,FD,1978-12-18,0.0,2011-08-26,25000000.0,24046682.0,39126427.0
Donnie Brasco,Al Pacino,17,Sony,1940-04-25,1.0,1997-02-28,35000000.0,41954997.0,65303052.0
Donnie Brasco,Johnny Depp,17,Sony,1963-06-09,1.0,1997-02-28,35000000.0,41954997.0,65303052.0
Donnie Brasco,Paul Giamatti,-,Sony,1967-06-06,1.0,1997-02-28,35000000.0,41954997.0,65303052.0
Donnie Darko,Drew Barrymore,31,NM,1975-02-22,0.0,2001-10-26,4500000.0,1270522.0,7301393.0
Donnie Darko,Jake Gyllenhaal,21,NM,1980-12-19,1.0,2001-10-26,4500000.0,1270522.0,7301393.0
Donnie Darko,Jena Malone,13,NM,1984-11-21,0.0,2001-10-26,4500000.0,1270522.0,7301393.0
Donnie Darko,Maggie Gyllenhaal,19,NM,1977-11-16,0.0,2001-10-26,4500000.0,1270522.0,7301393.0
Donnie Darko,Patrick Swayze,18,NM,1952-08-18,1.0,2001-10-26,4500000.0,1270522.0,7301393.0
Donnie Darko,Seth Rogen,-,NM,1982-04-15,1.0,2001-10-26,4500000.0,1270522.0,7301393.0
Doogal,Ian McKellen,-,Wein.,1939-05-25,1.0,2006-02-24,20000000.0,7578946.0,28058652.0
Doogal,Jim Broadbent,-,Wein.,1949-05-24,1.0,2006-02-24,20000000.0,7578946.0,28058652.0
Doogal,John Krasinski,-,Wein.,1979-10-20,1.0,2006-02-24,20000000.0,7578946.0,28058652.0
Doom,Dwayne Johnson,20,Uni.,1972-05-02,1.0,2005-10-21,70000000.0,28031250.0,54431250.0
Doom,Karl Urban,11,Uni.,1972-06-07,1.0,2005-10-21,70000000.0,28031250.0,54431250.0
Doom,Rosamund Pike,8,Uni.,1979-01-27,0.0,2005-10-21,70000000.0,28031250.0,54431250.0
Double Jeopardy,Ashley Judd,2,Par.,1968-04-19,0.0,1999-09-24,40000000.0,116735231.0,177835231.0
Double Jeopardy,Tommy Lee Jones,6,Par.,1946-09-15,1.0,1999-09-24,40000000.0,116735231.0,177835231.0
Doubt,Amy Adams,14,Mira.,1974-08-20,0.0,2008-12-12,20000000.0,33446470.0,53191101.0
Doubt,Meryl Streep,26,Mira.,1949-06-22,0.0,2008-12-12,20000000.0,33446470.0,53191101.0
Doubt,Philip Seymour Hoffman,18,Mira.,1967-07-23,1.0,2008-12-12,20000000.0,33446470.0,53191101.0
Doubt,Viola Davis,11,Mira.,1965-08-11,0.0,2008-12-12,20000000.0,33446470.0,53191101.0
Down for Life,Danny Glover,41,BDF,1946-07-22,1.0,2011-01-14,3800000.0,41914.0,41914.0
Down for Life,Snoop Dogg,8,BDF,1971-10-20,1.0,2011-01-14,3800000.0,41914.0,41914.0
Down in the Valley,Edward Norton,22,Think,1969-08-18,1.0,2006-05-05,8000000.0,568932.0,973443.0
Down in the Valley,Kat Dennings,9,Think,1986-06-13,0.0,2006-05-05,8000000.0,568932.0,973443.0
Down in the Valley,Rory Culkin,7,Think,1989-07-21,1.0,2006-05-05,8000000.0,568932.0,973443.0
Down in the Valley,Ty Burrell,7,Think,1967-08-22,1.0,2006-05-05,8000000.0,568932.0,973443.0
Down to Earth,Chris Rock,8,Par.,1965-02-07,1.0,2001-02-16,30000000.0,64172251.0,71172251.0
Down to Earth,Jennifer Coolidge,-,Par.,1961-08-28,0.0,2001-02-16,30000000.0,64172251.0,71172251.0
Down to You,Ashton Kutcher,13,Mira.,1978-02-07,1.0,2000-01-21,9000000.0,20035310.0,20035310.0
Down to You,"Freddie Prinze, Jr.",7,Mira.,1976-03-08,1.0,2000-01-21,9000000.0,20035310.0,20035310.0
Down to You,Julia Stiles,9,Mira.,1981-03-28,0.0,2000-01-21,9000000.0,20035310.0,20035310.0
Down to You,Rosario Dawson,11,Mira.,1979-05-09,0.0,2000-01-21,9000000.0,20035310.0,20035310.0
Dracula 2000,Christopher Plummer,6,Mira.,1929-12-13,1.0,2000-12-22,28000000.0,33000377.0,33000377.0
Dracula 2000,Gerard Butler,14,Mira.,1969-11-13,1.0,2000-12-22,28000000.0,33000377.0,33000377.0
Dracula 2000,Omar Epps,4,Mira.,1973-07-20,1.0,2000-12-22,28000000.0,33000377.0,33000377.0
Dracula Untold,Dominic Cooper,3,Uni.,1978-06-02,1.0,2014-10-10,70000000.0,55991880.0,216821942.0
Draft Day,Chadwick Boseman,3,LG/S,1976-11-29,1.0,2014-04-11,25000000.0,28842237.0,29276904.0
Draft Day,Frank Langella,11,LG/S,1938-01-01,1.0,2014-04-11,25000000.0,28842237.0,29276904.0
Draft Day,Jennifer Garner,14,LG/S,1972-04-17,0.0,2014-04-11,25000000.0,28842237.0,29276904.0
Draft Day,Kevin Costner,30,LG/S,1955-01-18,1.0,2014-04-11,25000000.0,28842237.0,29276904.0
Dragonball Evolution,Emmy Rossum,5,Fox,1986-09-12,0.0,2009-04-10,30000000.0,9362785.0,58228460.0
Dragonball Evolution,Jamie Chung,7,Fox,1983-04-10,0.0,2009-04-10,30000000.0,9362785.0,58228460.0
Dragonfly,Kathy Bates,17,Uni.,1948-06-28,0.0,2002-02-22,60000000.0,30063805.0,30063805.0
Dragonfly,Kevin Costner,24,Uni.,1955-01-18,1.0,2002-02-22,60000000.0,30063805.0,30063805.0
Dragonheart,Dennis Quaid,9,Uni.,1954-04-09,1.0,1996-05-31,57000000.0,51317350.0,104317350.0
Dragonheart,Sean Connery,17,Uni.,1930-08-25,1.0,1996-05-31,57000000.0,51317350.0,104317350.0
Dream House,Daniel Craig,13,Uni.,1968-03-02,1.0,2011-09-30,50000000.0,21302340.0,39932340.0
Dream House,Naomi Watts,10,Uni.,1968-09-28,0.0,2011-09-30,50000000.0,21302340.0,39932340.0
Dream House,Rachel Weisz,14,Uni.,1970-03-07,0.0,2011-09-30,50000000.0,21302340.0,39932340.0
Dreamcatcher,Morgan Freeman,33,WB,1937-06-01,1.0,2003-03-21,68000000.0,33685268.0,75685268.0
Dreamcatcher,Thomas Jane,2,WB,1969-02-22,1.0,2003-03-21,68000000.0,33685268.0,75685268.0
Dreamcatcher,Timothy Olyphant,6,WB,1968-05-20,1.0,2003-03-21,68000000.0,33685268.0,75685268.0
Dreamer: Inspired by a True Story,Dakota Fanning,12,DW,1994-02-23,0.0,2005-10-21,32000000.0,33022286.0,39498360.0
Dreamer: Inspired by a True Story,Kurt Russell,22,DW,1951-03-17,1.0,2005-10-21,32000000.0,33022286.0,39498360.0
Dreamgirls,Beyonce Knowles,2,P/DW,1981-09-04,0.0,2006-12-15,75000000.0,103365956.0,154965956.0
Dreamgirls,Danny Glover,7,P/DW,1946-07-22,1.0,2006-12-15,75000000.0,103365956.0,154965956.0
Dreamgirls,Eddie Murphy,20,P/DW,1961-04-03,1.0,2006-12-15,75000000.0,103365956.0,154965956.0
Dreamgirls,Jamie Foxx,6,P/DW,1967-12-13,1.0,2006-12-15,75000000.0,103365956.0,154965956.0
Dreamgirls,John Krasinski,-,P/DW,1979-10-20,1.0,2006-12-15,75000000.0,103365956.0,154965956.0
Dreamgirls,Sharon Leal,1,P/DW,1972-10-17,0.0,2006-12-15,75000000.0,103365956.0,154965956.0
Dredd,Karl Urban,13,LGF,1972-06-07,1.0,2012-09-21,45000000.0,13414714.0,41467606.0
Dredd,Lena Headey,9,LGF,1973-10-03,0.0,2012-09-21,45000000.0,13414714.0,41467606.0
Dredd,Olivia Thirlby,6,LGF,1986-10-06,0.0,2012-09-21,45000000.0,13414714.0,41467606.0
Dressed to Kill,Michael Caine,13,Orion,1933-03-14,1.0,1980-01-01,6500000.0,31899000.0,31899000.0
Drillbit Taylor,Danny McBride,-,Par.,1976-12-29,1.0,2008-03-21,40000000.0,32862104.0,49686263.0
Drillbit Taylor,Kevin Hart,-,Par.,1979-07-06,1.0,2008-03-21,40000000.0,32862104.0,49686263.0
Drillbit Taylor,Leslie Mann,17,Par.,1972-03-26,0.0,2008-03-21,40000000.0,32862104.0,49686263.0
Drillbit Taylor,Owen Wilson,24,Par.,1968-11-18,1.0,2008-03-21,40000000.0,32862104.0,49686263.0
Drinking Buddies,Anna Kendrick,13,Magn.,1985-08-09,0.0,2013-08-23,500000.0,343706.0,407100.0
Drinking Buddies,Jake Johnson,6,Magn.,1978-05-28,1.0,2013-08-23,500000.0,343706.0,407100.0
Drinking Buddies,Olivia Wilde,17,Magn.,1984-03-10,0.0,2013-08-23,500000.0,343706.0,407100.0
Drinking Buddies,Ron Livingston,15,Magn.,1967-06-05,1.0,2013-08-23,500000.0,343706.0,407100.0
Drive,Albert Brooks,7,FD,1947-07-22,1.0,2011-09-16,15000000.0,35060689.0,78054825.0
Drive,Bryan Cranston,10,FD,1956-03-07,1.0,2011-09-16,15000000.0,35060689.0,78054825.0
Drive,Carey Mulligan,4,FD,1985-05-28,0.0,2011-09-16,15000000.0,35060689.0,78054825.0
Drive,Ron Perlman,7,FD,1950-04-13,1.0,2011-09-16,15000000.0,35060689.0,78054825.0
Drive,Ryan Gosling,8,FD,1980-11-12,1.0,2011-09-16,15000000.0,35060689.0,78054825.0
Drive Angry,Amber Heard,7,Sum.,1986-04-22,0.0,2011-02-25,50000000.0,10721033.0,40886464.0
Drive Angry,Nicolas Cage,46,Sum.,1964-01-07,1.0,2011-02-25,50000000.0,10721033.0,40886464.0
Drive Me Crazy,Ali Larter,10,Fox,1976-02-28,0.0,1999-10-01,8000000.0,17843379.0,22591451.0
Driven,Sylvester Stallone,27,WB,1946-07-06,1.0,2001-04-27,72000000.0,32616869.0,54616869.0
Driving Lessons,Laura Linney,24,SPC,1964-02-05,0.0,2006-10-13,4700000.0,239962.0,239962.0
Driving Lessons,Rupert Grint,9,SPC,1988-08-24,1.0,2006-10-13,4700000.0,239962.0,239962.0
Driving Miss Daisy,Morgan Freeman,8,WB,1937-06-01,1.0,1989-12-13,7500000.0,102647257.0,102647257.0
Drop Dead Gorgeous,Amy Adams,19,NL,1974-08-20,0.0,1999-07-23,10000000.0,10571408.0,10571408.0
Drop Dead Gorgeous,Brittany Murphy,12,NL,1977-11-10,0.0,1999-07-23,10000000.0,10571408.0,10571408.0
Drop Dead Gorgeous,Denise Richards,8,NL,1971-02-17,0.0,1999-07-23,10000000.0,10571408.0,10571408.0
Drop Dead Gorgeous,Kirsten Dunst,16,NL,1982-04-30,0.0,1999-07-23,10000000.0,10571408.0,10571408.0
Drowning Mona,Bette Midler,16,Dest.,1945-12-01,0.0,2000-03-03,16000000.0,15427192.0,15980376.0
Drowning Mona,Casey Affleck,9,Dest.,1975-08-12,1.0,2000-03-03,16000000.0,15427192.0,15980376.0
Drowning Mona,Danny DeVito,29,Dest.,1944-11-17,1.0,2000-03-03,16000000.0,15427192.0,15980376.0
Drowning Mona,Melissa McCarthy,-,Dest.,1970-08-26,0.0,2000-03-03,16000000.0,15427192.0,15980376.0
Drowning Mona,Neve Campbell,8,Dest.,1973-10-03,0.0,2000-03-03,16000000.0,15427192.0,15980376.0
Drowning Mona,Will Ferrell,-,Dest.,1967-07-16,1.0,2000-03-03,16000000.0,15427192.0,15980376.0
Drumline,Zoe Saldana,7,Fox,1978-06-19,0.0,2002-12-13,20000000.0,56398162.0,56398162.0
"Dude, Where's My Car?",Ashton Kutcher,9,Fox,1978-02-07,1.0,2000-12-15,13000000.0,46729374.0,73180297.0
"Dude, Where's My Car?",Jennifer Garner,6,Fox,1972-04-17,0.0,2000-12-15,13000000.0,46729374.0,73180297.0
Dudley Do-Right,Alfred Molina,18,Uni.,1953-05-24,1.0,1999-08-27,22000000.0,9818792.0,9818792.0
Dudley Do-Right,Brendan Fraser,19,Uni.,1968-12-03,1.0,1999-08-27,22000000.0,9818792.0,9818792.0
Dudley Do-Right,Sarah Jessica Parker,17,Uni.,1965-03-25,0.0,1999-08-27,22000000.0,9818792.0,9818792.0
Due Date,Charlie Sheen,-,WB,1965-09-03,1.0,2010-11-05,65000000.0,100539043.0,211739043.0
Due Date,Danny McBride,-,WB,1976-12-29,1.0,2010-11-05,65000000.0,100539043.0,211739043.0
Due Date,Jamie Foxx,10,WB,1967-12-13,1.0,2010-11-05,65000000.0,100539043.0,211739043.0
Due Date,Michelle Monaghan,3,WB,1976-03-23,0.0,2010-11-05,65000000.0,100539043.0,211739043.0
Due Date,"Robert Downey, Jr.",10,WB,1965-04-04,1.0,2010-11-05,65000000.0,100539043.0,211739043.0
Due Date,Zach Galifianakis,6,WB,1969-10-01,1.0,2010-11-05,65000000.0,100539043.0,211739043.0
Duets,Gwyneth Paltrow,24,BV,1972-09-27,0.0,2000-09-15,16000000.0,4734235.0,4734235.0
Duets,Maria Bello,16,BV,1967-04-18,0.0,2000-09-15,16000000.0,4734235.0,4734235.0
Duets,Paul Giamatti,29,BV,1967-06-06,1.0,2000-09-15,16000000.0,4734235.0,4734235.0
Dumb and Dumber To,Jim Carrey,17,Uni.,1962-01-17,1.0,2014-11-14,40000000.0,86208010.0,141208010.0
Dumb and Dumber To,Rob Riggle,5,Uni.,1970-04-21,1.0,2014-11-14,40000000.0,86208010.0,141208010.0
Dumb and Dumberer: When Harry Met Lloyd,Shia LaBeouf,-,NL,1986-06-11,1.0,2003-06-13,30000000.0,26214846.0,26214846.0
Dune,Patrick Stewart,-,Uni.,1940-07-13,1.0,1984-12-14,45000000.0,27447471.0,27447471.0
Dune,Virginia Madsen,2,Uni.,1961-09-11,0.0,1984-12-14,45000000.0,27447471.0,27447471.0
Duplex,Ben Stiller,29,Mira.,1965-11-30,1.0,2003-09-26,40000000.0,9652000.0,10070651.0
Duplex,Danny DeVito,-,Mira.,1944-11-17,1.0,2003-09-26,40000000.0,9652000.0,10070651.0
Duplex,Drew Barrymore,26,Mira.,1975-02-22,0.0,2003-09-26,40000000.0,9652000.0,10070651.0
Duplicity,Clive Owen,5,Uni.,1964-10-03,1.0,2009-03-20,60000000.0,40572825.0,81079566.0
Duplicity,Julia Roberts,26,Uni.,1967-10-28,0.0,2009-03-20,60000000.0,40572825.0,81079566.0
Duplicity,Paul Giamatti,19,Uni.,1967-06-06,1.0,2009-03-20,60000000.0,40572825.0,81079566.0
Duplicity,Tom Wilkinson,15,Uni.,1948-02-05,1.0,2009-03-20,60000000.0,40572825.0,81079566.0
Dylan Dog: Dead of Night,Brandon Routh,3,OMNI/FSR,1979-10-09,1.0,2011-04-29,20000000.0,1186538.0,6093725.0
EDtv,Ellen DeGeneres,2,Uni.,1958-01-26,0.0,1999-03-26,60000000.0,22421087.0,35232087.0
EDtv,Matthew McConaughey,18,Uni.,1969-11-04,1.0,1999-03-26,60000000.0,22421087.0,35232087.0
EDtv,Woody Harrelson,24,Uni.,1961-07-23,1.0,1999-03-26,60000000.0,22421087.0,35232087.0
Eagle Eye,Anthony Mackie,3,P/DW,1978-09-23,1.0,2008-09-26,80000000.0,101440743.0,178066569.0
Eagle Eye,Billy Bob Thornton,3,P/DW,1955-08-04,1.0,2008-09-26,80000000.0,101440743.0,178066569.0
Eagle Eye,Michelle Monaghan,2,P/DW,1976-03-23,0.0,2008-09-26,80000000.0,101440743.0,178066569.0
Eagle Eye,Rosario Dawson,2,P/DW,1979-05-09,0.0,2008-09-26,80000000.0,101440743.0,178066569.0
Eagle Eye,Shia LaBeouf,6,P/DW,1986-06-11,1.0,2008-09-26,80000000.0,101440743.0,178066569.0
Eastern Promises,Naomi Watts,12,Focus,1968-09-28,0.0,2007-09-14,50000000.0,17181265.0,56077088.0
Eastern Promises,Viggo Mortensen,14,Focus,1958-10-20,1.0,2007-09-14,50000000.0,17181265.0,56077088.0
Easy A,Alyson Michalka,1,SGem,1989-03-25,0.0,2010-09-17,8000000.0,58401464.0,76200721.0
Easy A,Amanda Bynes,4,SGem,1986-04-03,0.0,2010-09-17,8000000.0,58401464.0,76200721.0
Easy A,Cam Gigandet,2,SGem,1982-08-16,1.0,2010-09-17,8000000.0,58401464.0,76200721.0
Easy A,Emma Stone,9,SGem,1988-11-06,0.0,2010-09-17,8000000.0,58401464.0,76200721.0
Easy A,Lisa Kudrow,4,SGem,1963-07-30,0.0,2010-09-17,8000000.0,58401464.0,76200721.0
Easy A,Penn Badgley,1,SGem,1986-11-01,1.0,2010-09-17,8000000.0,58401464.0,76200721.0
Easy A,Stanley Tucci,17,SGem,1960-11-11,1.0,2010-09-17,8000000.0,58401464.0,76200721.0
Easy A,Thomas Haden Church,9,SGem,1960-06-17,1.0,2010-09-17,8000000.0,58401464.0,76200721.0
